Date,Propotionearly,Earlyesc,Lateesc,Earlycatch,Latecatch,Earlytotal,Latetotal,
8/5/15,0.00,0,18561,0,26293,0,44854,
8/6/15,0.00,0,6123,0,6972,0,13095,
8/7/15,0.00,0,7733,0,8125,0,15858,
8/8/15,0.00,0,6840,0,20604,0,27444,
8/9/15,0.00,0,2765,0,28382,0,31147,
8/10/15,0.00,0,2029,0,21144,0,23173,
8/11/15,0.00,0,2803,0,30794,0,33597,
8/12/15,0.00,0,2923,0,17170,0,20093,
8/13/15,0.00,0,2822,0,39698,0,42520,
8/14/15,0.00,0,3294,0,17644,0,20938,
8/15/15,0.00,0,5123,0,27756,0,32879,
8/16/15,0.00,0,3312,0,25422,0,28734,
8/17/15,0.00,0,3134,0,15698,0,18832,
8/18/15,0.00,0,4832,0,20064,0,24896,
8/19/15,0.00,0,3294,0,11787,0,15081,
8/20/15,0.00,0,3417,0,15635,0,19052,
8/21/15,0.00,0,2471,0,16935,0,19406,
8/22/15,0.00,0,7809,0,6309,0,14118,
8/23/15,0.00,0,11880,0,5827,0,17707,
8/24/15,0.00,0,11838,0,5647,0,17485,
8/25/15,0.00,0,12803,0,5457,0,18260,
8/26/15,0.00,0,9436,0,0,0,9436,
8/27/15,0.00,0,11923,0,0,0,11923,
8/28/15,0.00,0,15786,0,0,0,15786,
8/29/15,0.00,0,14807,0,0,0,14807,
8/30/15,0.00,0,9907,0,0,0,9907,
8/31/15,0.00,0,13197,0,0,0,13197,
9/1/15,0.00,0,9949,0,0,0,9949,
9/2/15,0.00,0,15006,0,0,0,15006,
9/3/15,0.00,0,14943,0,0,0,14943,
9/4/15,0.00,0,11646,0,0,0,11646,
9/5/15,0.00,0,12875,0,0,0,12875,
9/6/15,0.00,0,7656,0,0,0,7656,
9/7/15,0.00,0,9504,0,0,0,9504,
9/8/15,0.00,0,9122,0,0,0,9122,
9/9/15,0.00,0,9498,0,0,0,9498,
9/10/15,0.00,0,8382,0,0,0,8382,
9/11/15,0.00,0,5628,0,0,0,5628,
9/12/15,0.00,0,5404,0,0,0,5404,
9/13/15,0.00,0,4698,0,0,0,4698,
9/14/15,0.00,0,4379,0,0,0,4379,
9/15/15,0.00,0,3295,0,0,0,3295,
9/16/15,0.00,0,7231,0,0,0,7231,
9/17/15,0.00,0,10374,0,0,0,10374,
9/18/15,0.00,0,10119,0,0,0,10119,
9/19/15,0.00,0,7004,0,0,0,7004,
9/20/15,0.00,0,5912,0,0,0,5912,
9/21/15,0.00,0,4543,0,0,0,4543,
9/22/15,0.00,0,2370,0,0,0,2370,
9/23/15,0.00,0,1862,0,0,0,1862,
5/23/16,1.00,338,0,0,0,338,0,
5/24/16,1.00,618,0,0,0,618,0,
5/25/16,1.00,636,0,0,0,636,0,
5/26/16,1.00,756,0,0,0,756,0,
5/27/16,1.00,624,0,0,0,624,0,
5/28/16,1.00,1308,0,0,0,1308,0,
5/29/16,1.00,2472,0,0,0,2472,0,
5/30/16,1.00,1800,0,0,0,1800,0,
5/31/16,1.00,1270,0,0,0,1270,0,
6/1/16,1.00,2177,1,0,0,2177,1,
6/2/16,1.00,9255,3,0,0,9255,3,
6/3/16,1.00,8759,3,0,0,8759,3,
6/4/16,1.00,4392,2,0,0,4392,2,
6/5/16,1.00,7642,4,1010,1,8652,5,
6/6/16,1.00,2233,2,7035,5,9269,6,
6/7/16,1.00,1802,2,8060,7,9863,8,
6/8/16,1.00,6333,7,7516,8,13850,14,
6/9/16,1.00,18901,24,3416,4,22316,29,
6/10/16,1.00,14221,23,157,0,14378,23,
6/11/16,1.00,4599,9,23315,46,27914,55,
6/12/16,1.00,2272,6,22915,56,25188,61,
6/13/16,1.00,2864,9,28007,84,30872,93,
6/14/16,1.00,3116,12,53219,197,56335,208,
6/15/16,1.00,24130,110,33145,151,57275,262,
6/16/16,0.99,7434,42,34680,196,42114,238,
6/17/16,0.99,5634,39,38282,267,43916,306,
6/18/16,0.99,1993,17,31520,271,33513,288,
6/19/16,0.99,5057,54,30400,323,35458,376,
6/20/16,0.99,4744,62,56063,735,60807,797,
6/21/16,0.98,22122,358,40545,656,62667,1014,
6/22/16,0.98,29348,587,3869,77,33217,664,
6/23/16,0.98,28305,698,9763,241,38068,939,
6/24/16,0.97,26402,804,26440,806,52841,1610,
6/25/16,0.96,8612,324,45305,1704,53917,2028,
6/26/16,0.96,5762,268,55319,2569,61081,2837,
6/27/16,0.95,6570,377,38652,2217,45222,2593,
6/28/16,0.93,16564,1173,23865,1690,40430,2863,
6/29/16,0.92,5655,494,34742,3037,40397,3532,
6/30/16,0.90,4724,510,45240,4884,49964,5393,
7/1/16,0.88,8494,1132,44279,5902,52773,7034,
7/2/16,0.86,13214,2175,22690,3734,35904,5909,
7/3/16,0.83,4192,852,18451,3749,22643,4601,
7/4/16,0.80,3482,874,27269,6841,30751,7715,
7/5/16,0.76,2527,783,22073,6837,24600,7620,
7/6/16,0.72,8465,3238,15553,5948,24018,9186,
7/7/16,0.68,16084,7596,6274,2963,22359,10558,
7/8/16,0.63,16316,9514,239,140,16556,9653,
7/9/16,0.58,10250,7379,1087,782,11337,8161,
7/10/16,0.53,3278,2914,14418,12816,17696,15730,
7/11/16,0.48,2766,3036,11343,12450,14110,15485,
7/12/16,0.42,2110,2860,12936,17530,15047,20389,
7/13/16,0.37,662,1108,15082,25233,15744,26341,
7/14/16,0.33,4532,9363,9803,20251,14335,29614,
7/15/16,0.28,5932,15129,8824,22506,14755,37636,
7/16/16,0.24,4359,13729,2553,8040,6912,21769,
7/17/16,0.20,1018,3960,1518,5902,2536,9862,
7/18/16,0.17,653,3133,4504,21623,5156,24757,
7/19/16,0.14,1578,9357,5444,32271,7022,41628,
7/20/16,0.12,2160,15808,6426,47037,8586,62845,
7/21/16,0.10,2368,21401,2466,22288,4834,43689,
7/22/16,0.08,978,10909,194,2168,1172,13077,
7/23/16,0.07,371,5112,1222,16835,1593,21947,
7/24/16,0.06,211,3596,1705,28998,1916,32594,
7/25/16,0.05,165,3473,1238,25999,1403,29472,
7/26/16,0.04,40,1038,1817,47116,1857,48154,
7/27/16,0.03,110,3511,2414,77309,2524,80820,
7/28/16,0.02,142,5632,2555,101025,2698,106656,
7/29/16,0.02,129,6302,698,34065,827,40367,
7/30/16,0.02,114,6843,129,7757,242,14601,
7/31/16,0.01,146,10832,0,0,146,10832,
8/1/16,0.00,0,16921,0,988,0,17909,
8/2/16,0.00,0,15117,0,0,0,15117,
8/3/16,0.00,0,7930,0,0,0,7930,
8/4/16,0.00,0,4301,0,9291,0,13592,
8/5/16,0.00,0,2424,0,20334,0,22758,
8/6/16,0.00,0,2479,0,11554,0,14033,
8/7/16,0.00,0,2184,0,11384,0,13568,
8/8/16,0.00,0,1914,0,6243,0,8157,
8/9/16,0.00,0,1419,0,11481,0,12900,
8/10/16,0.00,0,1657,0,9942,0,11599,
8/11/16,0.00,0,1969,0,8053,0,10022,
8/12/16,0.00,0,1913,0,8813,0,10726,
8/13/16,0.00,0,1917,0,9257,0,11174,
8/14/16,0.00,0,2978,0,3767,0,6745,
8/15/16,0.00,0,3026,0,3419,0,6445,
8/16/16,0.00,0,1302,0,6700,0,8002,
8/17/16,0.00,0,3250,0,3314,0,6564,
8/18/16,0.00,0,2955,0,1901,0,4856,
8/19/16,0.00,0,1540,0,3527,0,5067,
8/20/16,0.00,0,1661,0,1939,0,3600,
8/21/16,0.00,0,2032,0,4314,0,6346,
8/22/16,0.00,0,2091,0,6491,0,8582,
8/23/16,0.00,0,1814,0,4819,0,6633,
8/24/16,0.00,0,2376,0,3659,0,6035,
8/25/16,0.00,0,2137,0,4560,0,6697,
8/26/16,0.00,0,2956,0,2911,0,5867,
8/27/16,0.00,0,3491,0,4066,0,7557,
8/28/16,0.00,0,1869,0,2517,0,4386,
8/29/16,0.00,0,1825,0,2013,0,3838,
8/30/16,0.00,0,1180,0,2105,0,3285,
8/31/16,0.00,0,3258,0,2225,0,5483,
9/1/16,0.00,0,2607,0,1599,0,4206,
9/2/16,0.00,0,2946,0,135,0,3081,
9/3/16,0.00,0,3643,0,0,0,3643,
9/4/16,0.00,0,1785,0,0,0,1785,
9/5/16,0.00,0,3099,0,0,0,3099,
9/6/16,0.00,0,3600,0,0,0,3600,
9/7/16,0.00,0,2989,0,0,0,2989,
9/8/16,0.00,0,2507,0,0,0,2507,
9/9/16,0.00,0,780,0,0,0,780,
9/10/16,0.00,0,2872,0,0,0,2872,
9/11/16,0.00,0,3001,0,0,0,3001,
9/12/16,0.00,0,1800,0,0,0,1800,
9/13/16,0.00,0,2361,0,0,0,2361,
9/14/16,0.00,0,1252,0,0,0,1252,
9/15/16,0.00,0,1602,0,0,0,1602,
9/16/16,0.00,0,1860,0,0,0,1860,
9/17/16,0.00,0,2419,0,0,0,2419,
9/18/16,0.00,0,1590,0,0,0,1590,
9/19/16,0.00,0,2194,0,0,0,2194,
9/20/16,0.00,0,1599,0,0,0,1599,
9/21/16,0.00,0,672,0,0,0,672,
9/22/16,0.00,0,796,0,0,0,796,
9/23/16,0.00,0,947,0,0,0,947,
9/24/16,0.00,0,793,0,0,0,793,
9/25/16,0.00,0,664,0,0,0,664,
9/26/16,0.00,0,555,0,0,0,555,
9/27/16,0.00,0,465,0,0,0,465,
9/28/16,0.00,0,389,0,0,0,389,
9/29/16,0.00,0,326,0,0,0,326,
9/30/16,0.00,0,273,0,0,0,273,
6/2/17,1.00,4467,9,0,0,4467,9,
6/3/17,1.00,4098,10,0,0,4098,10,
6/4/17,1.00,2388,7,0,0,2388,7,
6/5/17,1.00,10855,36,0,0,10855,36,
6/6/17,1.00,10531,40,0,0,10531,40,
6/7/17,1.00,14426,64,0,0,14426,64,
6/8/17,0.99,15493,80,0,0,15493,80,
6/9/17,0.99,11833,71,0,0,11833,71,
6/10/17,0.99,8281,57,0,0,8281,57,
6/11/17,0.99,9923,80,31382,253,41306,332,
6/12/17,0.99,9044,85,23761,222,32805,307,
6/13/17,0.99,5051,55,29430,320,34481,375,
6/14/17,0.99,2292,29,37779,477,40071,506,
6/15/17,0.99,6002,88,43013,631,49015,719,
6/16/17,0.98,5323,91,42332,721,47655,812,
6/17/17,0.98,12699,251,23840,472,36539,723,
6/18/17,0.98,16655,383,10799,248,27454,631,
6/19/17,0.97,23714,634,13146,351,36861,985,
6/20/17,0.97,12791,397,69752,2165,82543,2562,
6/21/17,0.97,3633,131,42709,1540,46342,1671,
6/22/17,0.96,4316,181,25596,1072,29912,1253,
6/23/17,0.95,5025,245,35704,1738,40729,1982,
6/24/17,0.95,12571,711,25485,1441,38056,2152,
6/25/17,0.94,8457,556,20201,1327,28658,1883,
6/26/17,0.93,22092,1686,21272,1624,43363,3310,
6/27/17,0.92,17783,1577,1027,91,18810,1668,
6/28/17,0.91,13014,1341,0,0,13014,1341,
6/29/17,0.89,21461,2569,32096,3842,53557,6411,
6/30/17,0.88,22642,3149,7901,1099,30543,4248,
7/1/17,0.86,20775,3357,0,0,20775,3357,
7/2/17,0.84,19851,3726,23127,4342,42978,8068,
7/3/17,0.82,3694,806,19433,4238,23127,5044,
7/4/17,0.80,2628,666,13223,3351,15851,4017,
7/5/17,0.77,2369,697,17477,5145,19846,5842,
7/6/17,0.75,2010,687,14413,4930,16423,5617,
7/7/17,0.72,481,191,12561,4992,13042,5183,
7/8/17,0.68,740,342,12123,5597,12863,5939,
7/9/17,0.65,2794,1498,7542,4046,10336,5544,
7/10/17,0.62,12786,7968,1640,1022,14426,8990,
7/11/17,0.58,6590,4772,2680,1941,9271,6712,
7/12/17,0.54,8492,7144,1,0,8493,7144,
7/13/17,0.51,7870,7691,0,0,7870,7691,
7/14/17,0.47,7448,8457,906,1029,8354,9486,
7/15/17,0.43,6238,8230,221,292,6460,8521,
7/16/17,0.39,7371,11297,0,0,7371,11297,
7/17/17,0.36,1994,3550,4834,8608,6828,12158,
7/18/17,0.33,1214,2512,4778,9884,5992,12396,
7/19/17,0.29,2130,5119,8016,19266,10145,24386,
7/20/17,0.26,2197,6137,8338,23283,10535,29420,
7/21/17,0.24,2910,9440,4601,14927,7511,24367,
7/22/17,0.21,2712,10221,724,2729,3436,12950,
7/23/17,0.19,2248,9844,6,24,2253,9869,
7/24/17,0.16,1633,8309,527,2680,2160,10989,
7/25/17,0.14,1180,6974,951,5622,2131,12596,
7/26/17,0.13,1607,11036,100,686,1707,11722,
7/27/17,0.11,1326,10577,0,0,1326,10577,
7/28/17,0.10,874,8104,0,0,874,8104,
7/29/17,0.08,818,8810,0,0,818,8810,
7/30/17,0.07,835,10452,0,0,835,10452,
7/31/17,0.06,582,8466,50,720,632,9186,
8/1/17,0.00,0,7551,0,385,0,7936,
8/2/17,0.00,0,8968,0,975,0,9943,
8/3/17,0.00,0,4380,0,6666,0,11046,
8/4/17,0.00,0,2547,0,4155,0,6702,
8/5/17,0.00,0,3510,0,13669,0,17179,
8/6/17,0.00,0,5931,0,26713,0,32644,
8/7/17,0.00,0,8162,0,23890,0,32052,
8/8/17,0.00,0,7482,0,7003,0,14485,
8/9/17,0.00,0,5122,0,2562,0,7684,
8/10/17,0.00,0,1897,0,7745,0,9642,
8/11/17,0.00,0,2430,0,9988,0,12418,
8/12/17,0.00,0,2642,0,11589,0,14231,
8/13/17,0.00,0,5342,0,8329,0,13671,
8/14/17,0.00,0,4404,0,7239,1,11642,
8/15/17,0.00,0,2520,0,3207,0,5727,
8/16/17,0.00,0,2418,0,2797,0,5215,
8/17/17,0.00,0,3027,0,7708,0,10735,
8/18/17,0.00,0,2828,0,10247,0,13075,
8/19/17,0.00,0,2562,0,6073,0,8635,
8/20/17,0.00,0,2529,0,6101,0,8630,
8/21/17,0.00,0,2482,0,4592,0,7074,
8/22/17,0.00,0,1560,0,6273,0,7833,
8/23/17,0.00,0,1998,0,5630,0,7628,
8/24/17,0.00,0,2610,0,2876,0,5486,
8/25/17,0.00,0,834,0,1920,0,2754,
8/26/17,0.00,0,2616,0,2656,0,5272,
8/27/17,0.00,0,2610,0,2908,0,5518,
8/28/17,0.00,0,1894,0,839,0,2733,
8/29/17,0.00,0,2812,0,2345,0,5157,
8/30/17,0.00,0,2690,0,5166,0,7856,
8/31/17,0.00,0,3257,0,3877,0,7134,
9/1/17,0.00,0,2239,0,5042,0,7281,
9/2/17,0.00,0,2263,0,2484,0,4747,
9/3/17,0.00,0,1405,0,1172,0,2577,
9/4/17,0.00,0,774,0,15,0,789,
9/5/17,0.00,0,1021,0,0,0,1021,
9/6/17,0.00,0,764,0,0,0,764,
9/7/17,0.00,0,620,0,0,0,620,
9/8/17,0.00,0,702,0,0,0,702,
9/9/17,0.00,0,776,0,0,0,776,
9/10/17,0.00,0,756,0,0,0,756,
9/11/17,0.00,0,721,0,0,0,721,
9/12/17,0.00,0,723,0,0,0,723,
9/13/17,0.00,0,738,0,0,0,738,
9/14/17,0.00,0,740,0,0,0,740,
9/15/17,0.00,0,734,0,0,0,734,
9/16/17,0.00,0,732,0,0,0,732,
9/17/17,0.00,0,734,0,0,0,734,
9/18/17,0.00,0,736,0,0,0,736,
9/19/17,0.00,0,735,0,0,0,735,
9/20/17,0.00,0,734,0,0,0,734,
9/21/17,0.00,0,734,0,0,0,734,
9/22/17,0.00,0,735,0,0,0,735,
9/23/17,0.00,0,735,0,0,0,735,
9/24/17,0.00,0,735,0,0,0,735,
9/25/17,0.00,0,735,0,0,0,735,
9/26/17,0.00,0,735,0,0,0,735,
9/27/17,0.00,0,735,0,0,0,735,
9/28/17,0.00,0,735,0,0,0,735,
9/29/17,0.00,0,735,0,0,0,735,
9/30/17,0.00,0,735,0,0,0,735,
